week,n,value,parameter,percentile,paper
19,66(3.6),14.52,AC,50,barriosprieto2013
20,89(4.8),15.52,AC,50,barriosprieto2013
21,100(5.4),16.44,AC,50,barriosprieto2013
22,118(6.4),17.509999999999998,AC,50,barriosprieto2013
23,89(4.8),18.91,AC,50,barriosprieto2013
24,82(4.4),19.61,AC,50,barriosprieto2013
25,69(3.7),20.85,AC,50,barriosprieto2013
26,60(3.2),21.73,AC,50,barriosprieto2013
27,55(3.0),23.369999999999997,AC,50,barriosprieto2013
28,56(3.0),24.119999999999997,AC,50,barriosprieto2013
29,70(3.8),25.09,AC,50,barriosprieto2013
30,71(3.8),26.580000000000002,AC,50,barriosprieto2013
31,91(4.9),27.3,AC,50,barriosprieto2013
32,78(4.2),28.380000000000003,AC,50,barriosprieto2013
33,70(3.8),29.439999999999998,AC,50,barriosprieto2013
34,90(4.9),30.35,AC,50,barriosprieto2013
35,70(3.8),31.47,AC,50,barriosprieto2013
36,80(4.3),32.62,AC,50,barriosprieto2013
37,85(4.6),33.06,AC,50,barriosprieto2013
38,78(4.2),34.160000000000004,AC,50,barriosprieto2013
39,42(2.2),34.06,AC,50,barriosprieto2013
40,17(0.9),34.660000000000004,AC,50,barriosprieto2013
41,9(0.4),34.11,AC,50,barriosprieto2013
14,67(3.6),9.43,AC,95,barriosprieto2013
15,36(1.9),10.7,AC,95,barriosprieto2013
16,29(1.5),12.0,AC,95,barriosprieto2013
17,26(1.4),13.35,AC,95,barriosprieto2013
18,40(2.1),16.28,AC,95,barriosprieto2013
19,66(3.6),15.74,AC,95,barriosprieto2013
20,89(4.8),16.85,AC,95,barriosprieto2013
21,100(5.4),18.259999999999998,AC,95,barriosprieto2013
22,118(6.4),19.09,AC,95,barriosprieto2013
23,89(4.8),20.36,AC,95,barriosprieto2013
24,82(4.4),21.23,AC,95,barriosprieto2013
25,69(3.7),22.68,AC,95,barriosprieto2013
26,60(3.2),24.380000000000003,AC,95,barriosprieto2013
27,55(3.0),25.54,AC,95,barriosprieto2013
28,56(3.0),26.45,AC,95,barriosprieto2013
29,70(3.8),27.560000000000002,AC,95,barriosprieto2013
30,71(3.8),28.73,AC,95,barriosprieto2013
31,91(4.9),29.119999999999997,AC,95,barriosprieto2013
32,78(4.2),30.080000000000002,AC,95,barriosprieto2013
33,70(3.8),31.380000000000003,AC,95,barriosprieto2013
34,90(4.9),32.14,AC,95,barriosprieto2013
35,70(3.8),33.07,AC,95,barriosprieto2013
36,80(4.3),34.730000000000004,AC,95,barriosprieto2013
37,85(4.6),35.18,AC,95,barriosprieto2013
38,78(4.2),36.46,AC,95,barriosprieto2013
39,42(2.2),35.97,AC,95,barriosprieto2013
40,17(0.9),36.339999999999996,AC,95,barriosprieto2013
41,9(0.4),36.06,AC,95,barriosprieto2013
14,67(3.6),1.03,FL,5,barriosprieto2013
15,36(1.9),1.34,FL,5,barriosprieto2013
16,29(1.5),1.78,FL,5,barriosprieto2013
17,26(1.4),1.8699999999999999,FL,5,barriosprieto2013
18,40(2.1),2.38,FL,5,barriosprieto2013
19,66(3.6),2.58,FL,5,barriosprieto2013
20,89(4.8),2.98,FL,5,barriosprieto2013
21,100(5.4),3.21,FL,5,barriosprieto2013
22,118(6.4),3.46,FL,5,barriosprieto2013
23,89(4.8),3.72,FL,5,barriosprieto2013
24,82(4.4),3.9200000000000004,FL,5,barriosprieto2013
25,69(3.7),4.15,FL,5,barriosprieto2013
26,60(3.2),4.46,FL,5,barriosprieto2013
27,55(3.0),4.7299999999999995,FL,5,barriosprieto2013
28,56(3.0),4.86,FL,5,barriosprieto2013
29,70(3.8),5.18,FL,5,barriosprieto2013
30,71(3.8),5.41,FL,5,barriosprieto2013
31,91(4.9),5.54,FL,5,barriosprieto2013
32,78(4.2),5.9,FL,5,barriosprieto2013
33,70(3.8),5.89,FL,5,barriosprieto2013
34,90(4.9),6.2,FL,5,barriosprieto2013
35,70(3.8),6.42,FL,5,barriosprieto2013
36,80(4.3),6.4799999999999995,FL,5,barriosprieto2013
37,85(4.6),6.75,FL,5,barriosprieto2013
38,78(4.2),6.82,FL,5,barriosprieto2013
39,42(2.2),6.83,FL,5,barriosprieto2013
40,17(0.9),7.1,FL,5,barriosprieto2013
41,9(0.4),7.15,FL,5,barriosprieto2013
14,67(3.6),1.34,FL,50,barriosprieto2013
15,36(1.9),1.69,FL,50,barriosprieto2013
16,29(1.5),2.12,FL,50,barriosprieto2013
17,26(1.4),2.42,FL,50,barriosprieto2013
18,40(2.1),2.7600000000000002,FL,50,barriosprieto2013
19,66(3.6),2.9899999999999998,FL,50,barriosprieto2013
20,89(4.8),3.28,FL,50,barriosprieto2013
21,100(5.4),3.54,FL,50,barriosprieto2013
22,118(6.4),3.7600000000000002,FL,50,barriosprieto2013
23,89(4.8),4.05,FL,50,barriosprieto2013
24,82(4.4),4.29,FL,50,barriosprieto2013
25,69(3.7),4.55,FL,50,barriosprieto2013
26,60(3.2),4.75,FL,50,barriosprieto2013
27,55(3.0),5.07,FL,50,barriosprieto2013
28,56(3.0),5.2700000000000005,FL,50,barriosprieto2013
29,70(3.8),5.5600000000000005,FL,50,barriosprieto2013
30,71(3.8),5.71,FL,50,barriosprieto2013
31,91(4.9),5.9399999999999995,FL,50,barriosprieto2013
32,78(4.2),6.2,FL,50,barriosprieto2013
33,70(3.8),6.38,FL,50,barriosprieto2013
34,90(4.9),6.58,FL,50,barriosprieto2013
35,70(3.8),6.840000000000001,FL,50,barriosprieto2013
36,80(4.3),7.01,FL,50,barriosprieto2013
37,85(4.6),7.140000000000001,FL,50,barriosprieto2013
38,78(4.2),7.279999999999999,FL,50,barriosprieto2013
39,42(2.2),7.33,FL,50,barriosprieto2013
40,17(0.9),7.340000000000001,FL,50,barriosprieto2013
41,9(0.4),7.390000000000001,FL,50,barriosprieto2013
14,67(3.6),1.81,FL,95,barriosprieto2013
15,36(1.9),2.05,FL,95,barriosprieto2013
16,29(1.5),2.41,FL,95,barriosprieto2013
17,26(1.4),2.67,FL,95,barriosprieto2013
18,40(2.1),3.13,FL,95,barriosprieto2013
19,66(3.6),3.38,FL,95,barriosprieto2013
20,89(4.8),3.65,FL,95,barriosprieto2013
21,100(5.4),3.88,FL,95,barriosprieto2013
22,118(6.4),4.0200000000000005,FL,95,barriosprieto2013
23,89(4.8),4.34,FL,95,barriosprieto2013
24,82(4.4),4.54,FL,95,barriosprieto2013
25,69(3.7),4.85,FL,95,barriosprieto2013
26,60(3.2),5.1899999999999995,FL,95,barriosprieto2013
27,55(3.0),5.41,FL,95,barriosprieto2013
28,56(3.0),5.75,FL,95,barriosprieto2013
29,70(3.8),6.01,FL,95,barriosprieto2013
30,71(3.8),6.07,FL,95,barriosprieto2013
31,91(4.9),6.24,FL,95,barriosprieto2013
32,78(4.2),6.51,FL,95,barriosprieto2013
33,70(3.8),6.659999999999999,FL,95,barriosprieto2013
34,90(4.9),6.92,FL,95,barriosprieto2013
35,70(3.8),7.13,FL,95,barriosprieto2013
36,80(4.3),7.2700000000000005,FL,95,barriosprieto2013
37,85(4.6),7.409999999999999,FL,95,barriosprieto2013
38,78(4.2),7.540000000000001,FL,95,barriosprieto2013
39,42(2.2),7.65,FL,95,barriosprieto2013
40,17(0.9),7.68,FL,95,barriosprieto2013
41,9(0.4),7.65,FL,95,barriosprieto2013
12,28,1.7,BPD,3,briceno2013
13,28,2.0,BPD,3,briceno2013
14,26,2.3,BPD,3,briceno2013
15,22,2.7,BPD,3,briceno2013
16,22,3.1,BPD,3,briceno2013
17,24,3.5,BPD,3,briceno2013
18,20,3.8,BPD,3,briceno2013
19,36,4.1,BPD,3,briceno2013
20,27,4.4,BPD,3,briceno2013
21,40,4.7,BPD,3,briceno2013
22,36,5.0,BPD,3,briceno2013
23,49,5.3,BPD,3,briceno2013
24,40,5.6,BPD,3,briceno2013
25,33,5.9,BPD,3,briceno2013
26,23,6.1,BPD,3,briceno2013
27,27,6.4,BPD,3,briceno2013
28,20,6.7,BPD,3,briceno2013
29,28,6.9,BPD,3,briceno2013
30,25,7.1,BPD,3,briceno2013
31,29,7.4,BPD,3,briceno2013
32,24,7.6,BPD,3,briceno2013
33,30,7.8,BPD,3,briceno2013
34,29,8.0,BPD,3,briceno2013
35,39,8.2,BPD,3,briceno2013
36,32,8.3,BPD,3,briceno2013
37,29,8.5,BPD,3,briceno2013
38,10,8.7,BPD,3,briceno2013
39,6,8.8,BPD,3,briceno2013
40,8,8.9,BPD,3,briceno2013
12,28,1.7,BPD,5,briceno2013
13,28,2.1,BPD,5,briceno2013
14,26,2.4,BPD,5,briceno2013
15,22,2.8,BPD,5,briceno2013
16,22,3.1,BPD,5,briceno2013
17,24,3.5,BPD,5,briceno2013
18,20,3.8,BPD,5,briceno2013
19,36,4.2,BPD,5,briceno2013
20,27,4.5,BPD,5,briceno2013
21,40,4.8,BPD,5,briceno2013
22,36,5.1,BPD,5,briceno2013
23,49,5.4,BPD,5,briceno2013
24,40,5.7,BPD,5,briceno2013
25,33,5.9,BPD,5,briceno2013
26,23,6.2,BPD,5,briceno2013
27,27,6.5,BPD,5,briceno2013
28,20,6.7,BPD,5,briceno2013
29,28,7.0,BPD,5,briceno2013
30,25,7.2,BPD,5,briceno2013
31,29,7.4,BPD,5,briceno2013
32,24,7.6,BPD,5,briceno2013
33,30,7.8,BPD,5,briceno2013
34,29,8.0,BPD,5,briceno2013
35,39,8.2,BPD,5,briceno2013
36,32,8.4,BPD,5,briceno2013
37,29,8.6,BPD,5,briceno2013
38,10,8.7,BPD,5,briceno2013
39,6,8.9,BPD,5,briceno2013
40,8,9.0,BPD,5,briceno2013
12,28,1.8,BPD,10,briceno2013
13,28,2.2,BPD,10,briceno2013
14,26,2.5,BPD,10,briceno2013
15,22,2.8,BPD,10,briceno2013
16,22,3.2,BPD,10,briceno2013
17,24,3.6,BPD,10,briceno2013
18,20,3.9,BPD,10,briceno2013
19,36,4.3,BPD,10,briceno2013
20,27,4.6,BPD,10,briceno2013
21,40,4.9,BPD,10,briceno2013
22,36,5.2,BPD,10,briceno2013
23,49,5.5,BPD,10,briceno2013
24,40,5.7,BPD,10,briceno2013
25,33,6.0,BPD,10,briceno2013
26,23,6.3,BPD,10,briceno2013
27,27,6.6,BPD,10,briceno2013
28,20,6.8,BPD,10,briceno2013
29,28,7.1,BPD,10,briceno2013
30,25,7.3,BPD,10,briceno2013
31,29,7.5,BPD,10,briceno2013
32,24,7.7,BPD,10,briceno2013
33,30,7.9,BPD,10,briceno2013
34,29,8.2,BPD,10,briceno2013
35,39,8.3,BPD,10,briceno2013
36,32,8.5,BPD,10,briceno2013
37,29,8.7,BPD,10,briceno2013
38,10,8.8,BPD,10,briceno2013
39,6,9.0,BPD,10,briceno2013
40,8,9.1,BPD,10,briceno2013
12,28,1.9,BPD,25,briceno2013
13,28,2.3,BPD,25,briceno2013
14,26,2.6,BPD,25,briceno2013
15,22,3.0,BPD,25,briceno2013
16,22,3.4,BPD,25,briceno2013
17,24,3.8,BPD,25,briceno2013
18,20,4.1,BPD,25,briceno2013
19,36,4.4,BPD,25,briceno2013
20,27,4.7,BPD,25,briceno2013
21,40,5.0,BPD,25,briceno2013
22,36,5.3,BPD,25,briceno2013
23,49,5.6,BPD,25,briceno2013
24,40,5.9,BPD,25,briceno2013
25,33,6.2,BPD,25,briceno2013
26,23,6.5,BPD,25,briceno2013
27,27,6.7,BPD,25,briceno2013
28,20,7.0,BPD,25,briceno2013
29,28,7.2,BPD,25,briceno2013
30,25,7.5,BPD,25,briceno2013
31,29,7.7,BPD,25,briceno2013
32,24,7.9,BPD,25,briceno2013
33,30,8.1,BPD,25,briceno2013
34,29,8.3,BPD,25,briceno2013
35,39,8.5,BPD,25,briceno2013
36,32,8.7,BPD,25,briceno2013
37,29,8.9,BPD,25,briceno2013
38,10,9.0,BPD,25,briceno2013
39,6,9.2,BPD,25,briceno2013
40,8,9.3,BPD,25,briceno2013
12,28,2.1,BPD,50,briceno2013
13,28,2.4,BPD,50,briceno2013
14,26,2.8,BPD,50,briceno2013
15,22,3.1,BPD,50,briceno2013
16,22,3.5,BPD,50,briceno2013
17,24,3.9,BPD,50,briceno2013
18,20,4.2,BPD,50,briceno2013
19,36,4.6,BPD,50,briceno2013
20,27,4.9,BPD,50,briceno2013
21,40,5.2,BPD,50,briceno2013
22,36,5.5,BPD,50,briceno2013
23,49,5.8,BPD,50,briceno2013
24,40,6.1,BPD,50,briceno2013
25,33,6.4,BPD,50,briceno2013
26,23,6.6,BPD,50,briceno2013
27,27,6.9,BPD,50,briceno2013
28,20,7.2,BPD,50,briceno2013
29,28,7.4,BPD,50,briceno2013
30,25,7.7,BPD,50,briceno2013
31,29,7.9,BPD,50,briceno2013
32,24,8.1,BPD,50,briceno2013
33,30,8.3,BPD,50,briceno2013
34,29,8.5,BPD,50,briceno2013
35,39,8.7,BPD,50,briceno2013
36,32,8.9,BPD,50,briceno2013
37,29,9.1,BPD,50,briceno2013
38,10,9.2,BPD,50,briceno2013
39,6,9.4,BPD,50,briceno2013
40,8,9.5,BPD,50,briceno2013
12,28,2.2,BPD,75,briceno2013
13,28,2.6,BPD,75,briceno2013
14,26,2.9,BPD,75,briceno2013
15,22,3.3,BPD,75,briceno2013
16,22,3.7,BPD,75,briceno2013
17,24,4.1,BPD,75,briceno2013
18,20,4.4,BPD,75,briceno2013
19,36,4.7,BPD,75,briceno2013
20,27,5.1,BPD,75,briceno2013
21,40,5.4,BPD,75,briceno2013
22,36,5.7,BPD,75,briceno2013
23,49,6.0,BPD,75,briceno2013
24,40,6.2,BPD,75,briceno2013
25,33,6.5,BPD,75,briceno2013
26,23,6.8,BPD,75,briceno2013
27,27,7.1,BPD,75,briceno2013
28,20,7.4,BPD,75,briceno2013
29,28,7.6,BPD,75,briceno2013
30,25,7.8,BPD,75,briceno2013
31,29,8.1,BPD,75,briceno2013
32,24,8.3,BPD,75,briceno2013
33,30,8.5,BPD,75,briceno2013
34,29,8.7,BPD,75,briceno2013
35,39,8.9,BPD,75,briceno2013
36,32,9.1,BPD,75,briceno2013
37,29,9.3,BPD,75,briceno2013
38,10,9.4,BPD,75,briceno2013
39,6,9.6,BPD,75,briceno2013
40,8,9.7,BPD,75,briceno2013
12,28,2.4,BPD,90,briceno2013
13,28,2.7,BPD,90,briceno2013
14,26,3.0,BPD,90,briceno2013
15,22,3.4,BPD,90,briceno2013
16,22,3.8,BPD,90,briceno2013
17,24,4.2,BPD,90,briceno2013
18,20,4.5,BPD,90,briceno2013
19,36,4.9,BPD,90,briceno2013
20,27,5.2,BPD,90,briceno2013
21,40,5.5,BPD,90,briceno2013
22,36,5.8,BPD,90,briceno2013
23,49,6.1,BPD,90,briceno2013
24,40,6.4,BPD,90,briceno2013
25,33,6.7,BPD,90,briceno2013
26,23,7.0,BPD,90,briceno2013
27,27,7.3,BPD,90,briceno2013
28,20,7.5,BPD,90,briceno2013
29,28,7.8,BPD,90,briceno2013
30,25,8.0,BPD,90,briceno2013
31,29,8.2,BPD,90,briceno2013
32,24,8.5,BPD,90,briceno2013
33,30,8.7,BPD,90,briceno2013
34,29,8.9,BPD,90,briceno2013
35,39,9.1,BPD,90,briceno2013
36,32,9.3,BPD,90,briceno2013
37,29,9.4,BPD,90,briceno2013
38,10,9.6,BPD,90,briceno2013
39,6,9.8,BPD,90,briceno2013
40,8,9.9,BPD,90,briceno2013
12,28,2.5,BPD,95,briceno2013
13,28,2.8,BPD,95,briceno2013
14,26,3.1,BPD,95,briceno2013
15,22,3.5,BPD,95,briceno2013
16,22,3.9,BPD,95,briceno2013
17,24,4.3,BPD,95,briceno2013
18,20,4.6,BPD,95,briceno2013
19,36,5.0,BPD,95,briceno2013
20,27,5.3,BPD,95,briceno2013
21,40,5.6,BPD,95,briceno2013
22,36,5.9,BPD,95,briceno2013
23,49,6.2,BPD,95,briceno2013
24,40,6.5,BPD,95,briceno2013
25,33,6.8,BPD,95,briceno2013
26,23,7.1,BPD,95,briceno2013
27,27,7.4,BPD,95,briceno2013
28,20,7.6,BPD,95,briceno2013
29,28,7.9,BPD,95,briceno2013
30,25,8.1,BPD,95,briceno2013
31,29,8.4,BPD,95,briceno2013
32,24,8.6,BPD,95,briceno2013
33,30,8.8,BPD,95,briceno2013
34,29,9.0,BPD,95,briceno2013
35,39,9.2,BPD,95,briceno2013
36,32,9.4,BPD,95,briceno2013
37,29,9.6,BPD,95,briceno2013
38,10,9.7,BPD,95,briceno2013
39,6,9.9,BPD,95,briceno2013
40,8,10.0,BPD,95,briceno2013
12,28,2.5,BPD,97,briceno2013
13,28,2.9,BPD,97,briceno2013
14,26,3.2,BPD,97,briceno2013
15,22,3.6,BPD,97,briceno2013
16,22,4.0,BPD,97,briceno2013
17,24,4.4,BPD,97,briceno2013
18,20,4.7,BPD,97,briceno2013
19,36,5.0,BPD,97,briceno2013
20,27,5.4,BPD,97,briceno2013
21,40,5.7,BPD,97,briceno2013
22,36,6.0,BPD,97,briceno2013
23,49,6.3,BPD,97,briceno2013
24,40,6.6,BPD,97,briceno2013
25,33,6.9,BPD,97,briceno2013
26,23,7.1,BPD,97,briceno2013
27,27,7.4,BPD,97,briceno2013
28,20,7.7,BPD,97,briceno2013
29,28,7.9,BPD,97,briceno2013
30,25,8.2,BPD,97,briceno2013
31,29,8.4,BPD,97,briceno2013
32,24,8.6,BPD,97,briceno2013
33,30,8.8,BPD,97,briceno2013
34,29,9.1,BPD,97,briceno2013
35,39,9.3,BPD,97,briceno2013
36,32,9.5,BPD,97,briceno2013
37,29,9.6,BPD,97,briceno2013
38,10,9.8,BPD,97,briceno2013
39,6,10.0,BPD,97,briceno2013
40,8,10.1,BPD,97,briceno2013
12,28,6.1,HC,3,briceno2013
13,28,7.4,HC,3,briceno2013
14,26,8.6,HC,3,briceno2013
15,22,10.0,HC,3,briceno2013
16,22,11.4,HC,3,briceno2013
17,24,12.8,HC,3,briceno2013
18,20,14.0,HC,3,briceno2013
19,36,15.3,HC,3,briceno2013
20,27,16.5,HC,3,briceno2013
21,40,17.6,HC,3,briceno2013
22,36,18.7,HC,3,briceno2013
23,49,19.8,HC,3,briceno2013
24,40,20.8,HC,3,briceno2013
25,33,21.9,HC,3,briceno2013
26,23,22.9,HC,3,briceno2013
27,27,23.9,HC,3,briceno2013
28,20,24.8,HC,3,briceno2013
29,28,25.6,HC,3,briceno2013
30,25,26.5,HC,3,briceno2013
31,29,27.3,HC,3,briceno2013
32,24,27.9,HC,3,briceno2013
33,30,28.6,HC,3,briceno2013
34,29,29.3,HC,3,briceno2013
35,39,29.9,HC,3,briceno2013
36,32,30.5,HC,3,briceno2013
37,29,31.0,HC,3,briceno2013
38,10,31.4,HC,3,briceno2013
39,6,31.8,HC,3,briceno2013
40,8,32.1,HC,3,briceno2013
12,28,6.3,HC,5,briceno2013
13,28,7.6,HC,5,briceno2013
14,26,8.7,HC,5,briceno2013
15,22,10.2,HC,5,briceno2013
16,22,11.5,HC,5,briceno2013
17,24,13.0,HC,5,briceno2013
18,20,14.1,HC,5,briceno2013
19,36,15.4,HC,5,briceno2013
20,27,16.6,HC,5,briceno2013
21,40,17.8,HC,5,briceno2013
22,36,18.8,HC,5,briceno2013
23,49,20.0,HC,5,briceno2013
24,40,21.0,HC,5,briceno2013
25,33,22.1,HC,5,briceno2013
26,23,23.0,HC,5,briceno2013
27,27,24.0,HC,5,briceno2013
28,20,24.9,HC,5,briceno2013
29,28,25.8,HC,5,briceno2013
30,25,26.6,HC,5,briceno2013
31,29,27.4,HC,5,briceno2013
32,24,28.1,HC,5,briceno2013
33,30,28.8,HC,5,briceno2013
34,29,29.5,HC,5,briceno2013
35,39,30.1,HC,5,briceno2013
36,32,30.7,HC,5,briceno2013
37,29,31.1,HC,5,briceno2013
38,10,31.6,HC,5,briceno2013
39,6,32.0,HC,5,briceno2013
40,8,32.3,HC,5,briceno2013
12,28,6.6,HC,10,briceno2013
13,28,7.9,HC,10,briceno2013
14,26,9.0,HC,10,briceno2013
15,22,10.4,HC,10,briceno2013
16,22,11.8,HC,10,briceno2013
17,24,13.3,HC,10,briceno2013
18,20,14.4,HC,10,briceno2013
19,36,15.7,HC,10,briceno2013
20,27,16.9,HC,10,briceno2013
21,40,18.1,HC,10,briceno2013
22,36,19.1,HC,10,briceno2013
23,49,20.2,HC,10,briceno2013
24,40,21.3,HC,10,briceno2013
25,33,22.3,HC,10,briceno2013
26,23,23.3,HC,10,briceno2013
27,27,24.3,HC,10,briceno2013
28,20,25.2,HC,10,briceno2013
29,28,26.1,HC,10,briceno2013
30,25,26.9,HC,10,briceno2013
31,29,27.7,HC,10,briceno2013
32,24,28.4,HC,10,briceno2013
33,30,29.1,HC,10,briceno2013
34,29,29.8,HC,10,briceno2013
35,39,30.4,HC,10,briceno2013
36,32,31.0,HC,10,briceno2013
37,29,31.4,HC,10,briceno2013
38,10,31.9,HC,10,briceno2013
39,6,32.3,HC,10,briceno2013
40,8,32.6,HC,10,briceno2013
12,28,7.0,HC,25,briceno2013
13,28,8.3,HC,25,briceno2013
14,26,9.5,HC,25,briceno2013
15,22,10.9,HC,25,briceno2013
16,22,12.3,HC,25,briceno2013
17,24,13.7,HC,25,briceno2013
18,20,14.9,HC,25,briceno2013
19,36,16.2,HC,25,briceno2013
20,27,17.4,HC,25,briceno2013
21,40,18.5,HC,25,briceno2013
22,36,19.6,HC,25,briceno2013
23,49,20.7,HC,25,briceno2013
24,40,21.7,HC,25,briceno2013
25,33,22.8,HC,25,briceno2013
26,23,23.8,HC,25,briceno2013
27,27,24.8,HC,25,briceno2013
28,20,25.7,HC,25,briceno2013
29,28,26.6,HC,25,briceno2013
30,25,27.4,HC,25,briceno2013
31,29,28.2,HC,25,briceno2013
32,24,28.9,HC,25,briceno2013
33,30,29.6,HC,25,briceno2013
34,29,30.3,HC,25,briceno2013
35,39,30.8,HC,25,briceno2013
36,32,31.4,HC,25,briceno2013
37,29,31.9,HC,25,briceno2013
38,10,32.4,HC,25,briceno2013
39,6,32.8,HC,25,briceno2013
40,8,33.1,HC,25,briceno2013
12,28,7.5,HC,50,briceno2013
13,28,8.8,HC,50,briceno2013
14,26,10.0,HC,50,briceno2013
15,22,11.4,HC,50,briceno2013
16,22,12.8,HC,50,briceno2013
17,24,14.3,HC,50,briceno2013
18,20,15.4,HC,50,briceno2013
19,36,16.7,HC,50,briceno2013
20,27,17.9,HC,50,briceno2013
21,40,19.0,HC,50,briceno2013
22,36,20.1,HC,50,briceno2013
23,49,21.2,HC,50,briceno2013
24,40,22.3,HC,50,briceno2013
25,33,23.3,HC,50,briceno2013
26,23,24.3,HC,50,briceno2013
27,27,25.3,HC,50,briceno2013
28,20,26.2,HC,50,briceno2013
29,28,27.1,HC,50,briceno2013
30,25,27.9,HC,50,briceno2013
31,29,28.7,HC,50,briceno2013
32,24,29.4,HC,50,briceno2013
33,30,30.1,HC,50,briceno2013
34,29,30.8,HC,50,briceno2013
35,39,31.4,HC,50,briceno2013
36,32,32.0,HC,50,briceno2013
37,29,32.4,HC,50,briceno2013
38,10,32.9,HC,50,briceno2013
39,6,33.3,HC,50,briceno2013
40,8,33.6,HC,50,briceno2013
12,28,8.0,HC,75,briceno2013
13,28,9.3,HC,75,briceno2013
14,26,10.5,HC,75,briceno2013
15,22,11.9,HC,75,briceno2013
16,22,13.3,HC,75,briceno2013
17,24,14.8,HC,75,briceno2013
18,20,15.9,HC,75,briceno2013
19,36,17.2,HC,75,briceno2013
20,27,18.4,HC,75,briceno2013
21,40,19.5,HC,75,briceno2013
22,36,20.6,HC,75,briceno2013
23,49,21.7,HC,75,briceno2013
24,40,22.8,HC,75,briceno2013
25,33,23.8,HC,75,briceno2013
26,23,24.8,HC,75,briceno2013
27,27,25.8,HC,75,briceno2013
28,20,26.7,HC,75,briceno2013
29,28,27.6,HC,75,briceno2013
30,25,28.4,HC,75,briceno2013
31,29,29.2,HC,75,briceno2013
32,24,29.9,HC,75,briceno2013
33,30,30.6,HC,75,briceno2013
34,29,31.3,HC,75,briceno2013
35,39,31.9,HC,75,briceno2013
36,32,32.5,HC,75,briceno2013
37,29,33.0,HC,75,briceno2013
38,10,33.4,HC,75,briceno2013
39,6,33.8,HC,75,briceno2013
40,8,34.1,HC,75,briceno2013
12,28,8.5,HC,90,briceno2013
13,28,9.8,HC,90,briceno2013
14,26,10.9,HC,90,briceno2013
15,22,12.4,HC,90,briceno2013
16,22,13.7,HC,90,briceno2013
17,24,15.2,HC,90,briceno2013
18,20,16.4,HC,90,briceno2013
19,36,17.6,HC,90,briceno2013
20,27,18.9,HC,90,briceno2013
21,40,20.0,HC,90,briceno2013
22,36,21.1,HC,90,briceno2013
23,49,22.2,HC,90,briceno2013
24,40,23.2,HC,90,briceno2013
25,33,24.3,HC,90,briceno2013
26,23,25.3,HC,90,briceno2013
27,27,26.3,HC,90,briceno2013
28,20,27.2,HC,90,briceno2013
29,28,28.1,HC,90,briceno2013
30,25,28.9,HC,90,briceno2013
31,29,29.7,HC,90,briceno2013
32,24,30.4,HC,90,briceno2013
33,30,31.1,HC,90,briceno2013
34,29,31.8,HC,90,briceno2013
35,39,32.4,HC,90,briceno2013
36,32,33.0,HC,90,briceno2013
37,29,33.4,HC,90,briceno2013
38,10,33.9,HC,90,briceno2013
39,6,34.3,HC,90,briceno2013
40,8,34.6,HC,90,briceno2013
12,28,8.8,HC,95,briceno2013
13,28,10.0,HC,95,briceno2013
14,26,11.2,HC,95,briceno2013
15,22,12.7,HC,95,briceno2013
16,22,14.0,HC,95,briceno2013
17,24,15.5,HC,95,briceno2013
18,20,16.6,HC,95,briceno2013
19,36,17.9,HC,95,briceno2013
20,27,19.1,HC,95,briceno2013
21,40,20.3,HC,95,briceno2013
22,36,21.3,HC,95,briceno2013
23,49,22.5,HC,95,briceno2013
24,40,23.5,HC,95,briceno2013
25,33,24.6,HC,95,briceno2013
26,23,25.6,HC,95,briceno2013
27,27,26.6,HC,95,briceno2013
28,20,27.5,HC,95,briceno2013
29,28,28.4,HC,95,briceno2013
30,25,29.2,HC,95,briceno2013
31,29,30.0,HC,95,briceno2013
32,24,30.7,HC,95,briceno2013
33,30,31.4,HC,95,briceno2013
34,29,32.1,HC,95,briceno2013
35,39,32.7,HC,95,briceno2013
36,32,33.2,HC,95,briceno2013
37,29,33.7,HC,95,briceno2013
38,10,34.2,HC,95,briceno2013
39,6,34.6,HC,95,briceno2013
40,8,34.9,HC,95,briceno2013
12,28,9.0,HC,97,briceno2013
13,28,10.2,HC,97,briceno2013
14,26,11.4,HC,97,briceno2013
15,22,12.8,HC,97,briceno2013
16,22,14.2,HC,97,briceno2013
17,24,15.7,HC,97,briceno2013
18,20,16.8,HC,97,briceno2013
19,36,18.1,HC,97,briceno2013
20,27,19.3,HC,97,briceno2013
21,40,20.5,HC,97,briceno2013
22,36,21.5,HC,97,briceno2013
23,49,22.7,HC,97,briceno2013
24,40,23.7,HC,97,briceno2013
25,33,24.8,HC,97,briceno2013
26,23,25.8,HC,97,briceno2013
27,27,26.8,HC,97,briceno2013
28,20,27.7,HC,97,briceno2013
29,28,28.5,HC,97,briceno2013
30,25,29.4,HC,97,briceno2013
31,29,30.2,HC,97,briceno2013
32,24,30.8,HC,97,briceno2013
33,30,31.5,HC,97,briceno2013
34,29,32.3,HC,97,briceno2013
35,39,32.8,HC,97,briceno2013
36,32,33.4,HC,97,briceno2013
37,29,33.9,HC,97,briceno2013
38,10,34.4,HC,97,briceno2013
39,6,34.8,HC,97,briceno2013
40,8,35.1,HC,97,briceno2013
12,28,4.9,AC,3,briceno2013
13,28,6.0,AC,3,briceno2013
14,26,7.0,AC,3,briceno2013
15,22,8.2,AC,3,briceno2013
16,22,9.4,AC,3,briceno2013
17,24,10.7,AC,3,briceno2013
18,20,11.7,AC,3,briceno2013
