week,value,parameter,percentile,paper
25.0,0.03001141612447154,FL_T,50,Ferrero (1994)
26.0,0.028296961257396332,FL_T,50,Ferrero (1994)
27.0,0.02845993977746575,FL_T,50,Ferrero (1994)
28.0,0.026485873327806785,FL_T,50,Ferrero (1994)
29.0,0.026710599997491466,FL_T,50,Ferrero (1994)
30.0,0.029341880784937317,FL_T,50,Ferrero (1994)
31.0,0.030956793246183695,FL_T,50,Ferrero (1994)
32.0,0.034260597680912004,FL_T,50,Ferrero (1994)
33.0,0.04313340613178891,FL_T,50,Ferrero (1994)
34.0,0.04346951150485497,FL_T,50,Ferrero (1994)
35.0,0.04724725067719723,FL_T,50,Ferrero (1994)
36.0,0.05387490506917491,FL_T,50,Ferrero (1994)
37.0,0.06362427638046039,FL_T,50,Ferrero (1994)
38.0,0.07816312010217905,FL_T,50,Ferrero (1994)
39.0,0.09841223701706178,FL_T,50,Ferrero (1994)
40.0,0.10901833887465105,FL_T,50,Ferrero (1994)
41.0,0.13204908494489925,FL_T,50,Ferrero (1994)
42.0,0.21602359106693494,FL_T,50,Ferrero (1994)
43.0,0.15052985366332408,FL_T,50,Ferrero (1994)
44.0,0.09426093697820116,FL_T,50,Ferrero (1994)
10.0,0.5999635688303369,AC,5,Ferrero (1994)
11.0,0.5464367727319027,AC,5,Ferrero (1994)
12.0,0.44393090805801627,AC,5,Ferrero (1994)
13.0,0.5510241026287155,AC,5,Ferrero (1994)
14.0,0.6540031573217762,AC,5,Ferrero (1994)
15.0,0.7619169498625348,AC,5,Ferrero (1994)
16.0,0.8127498653097381,AC,5,Ferrero (1994)
17.0,0.8632726011996544,AC,5,Ferrero (1994)
18.0,0.8988902948312574,AC,5,Ferrero (1994)
19.0,0.9250501802280237,AC,5,Ferrero (1994)
20.0,0.9358987267460152,AC,5,Ferrero (1994)
21.0,0.946394272140784,AC,5,Ferrero (1994)
22.0,0.9559587177281721,AC,5,Ferrero (1994)
23.0,0.9629565935251803,AC,5,Ferrero (1994)
24.0,0.9688798008136001,AC,5,Ferrero (1994)
25.0,0.9700344383018022,AC,5,Ferrero (1994)
26.0,0.9717484707495091,AC,5,Ferrero (1994)
27.0,0.9715876436959355,AC,5,Ferrero (1994)
28.0,0.9735601039004885,AC,5,Ferrero (1994)
29.0,0.9733367832806844,AC,5,Ferrero (1994)
30.0,0.9707051130729779,AC,5,Ferrero (1994)
31.0,0.9690902717495853,AC,5,Ferrero (1994)
32.0,0.9657883371013312,AC,5,Ferrero (1994)
33.0,0.9569182604762057,AC,5,Ferrero (1994)
34.0,0.9565825579539284,AC,5,Ferrero (1994)
35.0,0.9528045052896199,AC,5,Ferrero (1994)
36.0,0.9461786340547552,AC,5,Ferrero (1994)
37.0,0.9364293463787354,AC,5,Ferrero (1994)
38.0,0.9218919515955801,AC,5,Ferrero (1994)
39.0,0.9016459701492496,AC,5,Ferrero (1994)
40.0,0.8910407746012226,AC,5,Ferrero (1994)
41.0,0.86801891159454,AC,5,Ferrero (1994)
42.0,0.7840436629944916,AC,5,Ferrero (1994)
43.0,0.8494927553806593,AC,5,Ferrero (1994)
44.0,0.9057640046743061,AC,5,Ferrero (1994)
10.0,0.39958425563035554,FL,5,Ferrero (1994)
11.0,0.45322098783353754,FL,5,Ferrero (1994)
12.0,0.49700148678357436,FL,5,Ferrero (1994)
13.0,0.4451486320305596,FL,5,Ferrero (1994)
14.0,0.3459272250713646,FL,5,Ferrero (1994)
15.0,0.23788871368602657,FL,5,Ferrero (1994)
16.0,0.1871122378428461,FL,5,Ferrero (1994)
17.0,0.1367188154847748,FL,5,Ferrero (1994)
18.0,0.10115840724245287,FL,5,Ferrero (1994)
19.0,0.07498568084007676,FL,5,Ferrero (1994)
20.0,0.06408069611485863,FL,5,Ferrero (1994)
21.0,0.05355271540299094,FL,5,Ferrero (1994)
22.0,0.04396558129447698,FL,5,Ferrero (1994)
23.0,0.0369659064533816,FL,5,Ferrero (1994)
24.0,0.031025149008323885,FL,5,Ferrero (1994)
25.0,0.029844703417799722,FL,5,Ferrero (1994)
26.0,0.028119172166354615,FL,5,Ferrero (1994)
27.0,0.028215928818663343,FL,5,Ferrero (1994)
28.0,0.02621679728957784,FL,5,Ferrero (1994)
29.0,0.026406872197684776,FL,5,Ferrero (1994)
30.0,0.028980237028806224,FL,5,Ferrero (1994)
31.0,0.030526192644381462,FL,5,Ferrero (1994)
32.0,0.03380445913693714,FL,5,Ferrero (1994)
33.0,0.042618732883480843,FL,5,Ferrero (1994)
34.0,0.0428938662509735,FL,5,Ferrero (1994)
35.0,0.04651952369492814,FL,5,Ferrero (1994)
36.0,0.053069667156311784,FL,5,Ferrero (1994)
37.0,0.06262118300740936,FL,5,Ferrero (1994)
38.0,0.0769317619479805,FL,5,Ferrero (1994)
39.0,0.09698273593547299,FL,5,Ferrero (1994)
40.0,0.10736585953799481,FL,5,Ferrero (1994)
41.0,0.13057529057424175,FL,5,Ferrero (1994)
42.0,0.2138123211987446,FL,5,Ferrero (1994)
43.0,0.14172544689823194,FL,5,Ferrero (1994)
44.0,0.0892138969402928,FL,5,Ferrero (1994)
10.0,0.00041264845843830793,AC_FL,5,Ferrero (1994)
11.0,0.00031186129447960783,AC_FL,5,Ferrero (1994)
12.0,0.05901940272116794,AC_FL,5,Ferrero (1994)
13.0,0.003805133781916051,AC_FL,5,Ferrero (1994)
14.0,3.841127239874471e-5,AC_FL,5,Ferrero (1994)
15.0,0.0001599166855591877,AC_FL,5,Ferrero (1994)
16.0,0.00010170715520173438,AC_FL,5,Ferrero (1994)
17.0,-2.8737546883101717e-5,AC_FL,5,Ferrero (1994)
18.0,-9.096872937140905e-5,AC_FL,5,Ferrero (1994)
19.0,-7.775307860059787e-5,AC_FL,5,Ferrero (1994)
20.0,-2.088682354713731e-5,AC_FL,5,Ferrero (1994)
21.0,1.066240619265309e-5,AC_FL,5,Ferrero (1994)
22.0,3.3845043241692615e-5,AC_FL,5,Ferrero (1994)
23.0,3.512269490855809e-5,AC_FL,5,Ferrero (1994)
24.0,5.202280695511739e-5,AC_FL,5,Ferrero (1994)
25.0,7.809023901467606e-5,AC_FL,5,Ferrero (1994)
26.0,8.987371041568376e-5,AC_FL,5,Ferrero (1994)
27.0,0.00015199225300462218,AC_FL,5,Ferrero (1994)
28.0,0.00017998774627482074,AC_FL,5,Ferrero (1994)
29.0,0.00021194115071019413,AC_FL,5,Ferrero (1994)
30.0,0.0002708177562092832,AC_FL,5,Ferrero (1994)
31.0,0.0003397466422756517,AC_FL,5,Ferrero (1994)
32.0,0.0003619437750488494,AC_FL,5,Ferrero (1994)
33.0,0.0004161184468456355,AC_FL,5,Ferrero (1994)
34.0,0.00047609675121160834,AC_FL,5,Ferrero (1994)
35.0,0.0006289197147631591,AC_FL,5,Ferrero (1994)
36.0,0.0007034275172804638,AC_FL,5,Ferrero (1994)
37.0,0.0009017253283255038,AC_FL,5,Ferrero (1994)
38.0,0.0011280186857999667,AC_FL,5,Ferrero (1994)
39.0,0.0013214704690807258,AC_FL,5,Ferrero (1994)
40.0,0.0015432736448653275,AC_FL,5,Ferrero (1994)
41.0,0.0013496082788025815,AC_FL,5,Ferrero (1994)
42.0,0.0020931498238464944,AC_FL,5,Ferrero (1994)
43.0,0.00876260140463618,AC_FL,5,Ferrero (1994)
44.0,0.00500009706410632,AC_FL,5,Ferrero (1994)
10.0,0.6004391656569302,AC_T,5,Ferrero (1994)
11.0,0.5468008813767652,AC_T,5,Ferrero (1994)
12.0,0.5029037854236666,AC_T,5,Ferrero (1994)
13.0,0.5548679315065703,AC_T,5,Ferrero (1994)
14.0,0.6540881157990668,AC_T,5,Ferrero (1994)
15.0,0.7621229452815605,AC_T,5,Ferrero (1994)
16.0,0.812897583770702,AC_T,5,Ferrero (1994)
17.0,0.8632891449253415,AC_T,5,Ferrero (1994)
18.0,0.898848825657882,AC_T,5,Ferrero (1994)
19.0,0.9250202016113929,AC_T,5,Ferrero (1994)
20.0,0.9359244762326487,AC_T,5,Ferrero (1994)
21.0,0.9464520548382516,AC_T,5,Ferrero (1994)
22.0,0.9560385912112251,AC_T,5,Ferrero (1994)
23.0,0.9630379055370626,AC_T,5,Ferrero (1994)
24.0,0.9689783179333356,AC_T,5,Ferrero (1994)
25.0,0.9701587529727467,AC_T,5,Ferrero (1994)
26.0,0.9718841487025214,AC_T,5,Ferrero (1994)
27.0,0.9717875937988694,AC_T,5,Ferrero (1994)
28.0,0.9737864466929826,AC_T,5,Ferrero (1994)
29.0,0.9735964875332769,AC_T,5,Ferrero (1994)
30.0,0.9710233112823923,AC_T,5,Ferrero (1994)
31.0,0.9694774759800411,AC_T,5,Ferrero (1994)
32.0,0.9661996113771697,AC_T,5,Ferrero (1994)
33.0,0.9573864458657297,AC_T,5,Ferrero (1994)
34.0,0.9571111306799909,AC_T,5,Ferrero (1994)
35.0,0.9534856006953601,AC_T,5,Ferrero (1994)
36.0,0.9469360286911496,AC_T,5,Ferrero (1994)
37.0,0.9373851411237131,AC_T,5,Ferrero (1994)
38.0,0.9230755099273329,AC_T,5,Ferrero (1994)
39.0,0.9030261377803207,AC_T,5,Ferrero (1994)
40.0,0.8926436694589363,AC_T,5,Ferrero (1994)
41.0,0.8694370061385496,AC_T,5,Ferrero (1994)
42.0,0.7862046397147887,AC_T,5,Ferrero (1994)
43.0,0.8582791232515651,AC_T,5,Ferrero (1994)
44.0,0.9107898969842759,AC_T,5,Ferrero (1994)
10.0,0.4000991012591458,FL_T,5,Ferrero (1994)
11.0,0.45361521650211856,FL_T,5,Ferrero (1994)
12.0,0.5561292425508041,FL_T,5,Ferrero (1994)
13.0,0.4490153362127691,FL_T,5,Ferrero (1994)
14.0,0.34604311865438353,FL_T,5,Ferrero (1994)
15.0,0.2381289429091996,FL_T,5,Ferrero (1994)
16.0,0.18729594171711955,FL_T,5,Ferrero (1994)
17.0,0.13677239150736473,FL_T,5,Ferrero (1994)
18.0,0.10115885500099737,FL_T,5,Ferrero (1994)
19.0,0.0749972385107268,FL_T,5,Ferrero (1994)
20.0,0.06414756010389196,FL_T,5,Ferrero (1994)
21.0,0.05365249614398832,FL_T,5,Ferrero (1994)
22.0,0.04408695230713892,FL_T,5,Ferrero (1994)
23.0,0.03708923116940022,FL_T,5,Ferrero (1994)
24.0,0.031166327616231313,FL_T,5,Ferrero (1994)
25.0,0.03001141612447154,FL_T,5,Ferrero (1994)
26.0,0.028296961257396332,FL_T,5,Ferrero (1994)
27.0,0.02845993977746575,FL_T,5,Ferrero (1994)
28.0,0.026485873327806785,FL_T,5,Ferrero (1994)
29.0,0.026710599997491466,FL_T,5,Ferrero (1994)
30.0,0.029341880784937317,FL_T,5,Ferrero (1994)
31.0,0.030956793246183695,FL_T,5,Ferrero (1994)
32.0,0.034260597680912004,FL_T,5,Ferrero (1994)
33.0,0.04313340613178891,FL_T,5,Ferrero (1994)
34.0,0.04346951150485497,FL_T,5,Ferrero (1994)
35.0,0.04724725067719723,FL_T,5,Ferrero (1994)
36.0,0.05387490506917491,FL_T,5,Ferrero (1994)
37.0,0.06362427638046039,FL_T,5,Ferrero (1994)
38.0,0.07816312010217905,FL_T,5,Ferrero (1994)
39.0,0.09841223701706178,FL_T,5,Ferrero (1994)
40.0,0.10901833887465105,FL_T,5,Ferrero (1994)
41.0,0.13204908494489925,FL_T,5,Ferrero (1994)
42.0,0.21602359106693494,FL_T,5,Ferrero (1994)
43.0,0.15052985366332408,FL_T,5,Ferrero (1994)
44.0,0.09426093697820116,FL_T,5,Ferrero (1994)
10.0,0.5999635688303369,AC,95,Ferrero (1994)
11.0,0.5464367727319027,AC,95,Ferrero (1994)
12.0,0.44393090805801627,AC,95,Ferrero (1994)
13.0,0.5510241026287155,AC,95,Ferrero (1994)
14.0,0.6540031573217762,AC,95,Ferrero (1994)
15.0,0.7619169498625348,AC,95,Ferrero (1994)
16.0,0.8127498653097381,AC,95,Ferrero (1994)
17.0,0.8632726011996544,AC,95,Ferrero (1994)
18.0,0.8988902948312574,AC,95,Ferrero (1994)
19.0,0.9250501802280237,AC,95,Ferrero (1994)
20.0,0.9358987267460152,AC,95,Ferrero (1994)
21.0,0.946394272140784,AC,95,Ferrero (1994)
22.0,0.9559587177281721,AC,95,Ferrero (1994)
23.0,0.9629565935251803,AC,95,Ferrero (1994)
24.0,0.9688798008136001,AC,95,Ferrero (1994)
25.0,0.9700344383018022,AC,95,Ferrero (1994)
26.0,0.9717484707495091,AC,95,Ferrero (1994)
27.0,0.9715876436959355,AC,95,Ferrero (1994)
28.0,0.9735601039004885,AC,95,Ferrero (1994)
29.0,0.9733367832806844,AC,95,Ferrero (1994)
30.0,0.9707051130729779,AC,95,Ferrero (1994)
31.0,0.9690902717495853,AC,95,Ferrero (1994)
32.0,0.9657883371013312,AC,95,Ferrero (1994)
33.0,0.9569182604762057,AC,95,Ferrero (1994)
34.0,0.9565825579539284,AC,95,Ferrero (1994)
35.0,0.9528045052896199,AC,95,Ferrero (1994)
36.0,0.9461786340547552,AC,95,Ferrero (1994)
37.0,0.9364293463787354,AC,95,Ferrero (1994)
38.0,0.9218919515955801,AC,95,Ferrero (1994)
39.0,0.9016459701492496,AC,95,Ferrero (1994)
40.0,0.8910407746012226,AC,95,Ferrero (1994)
41.0,0.86801891159454,AC,95,Ferrero (1994)
42.0,0.7840436629944916,AC,95,Ferrero (1994)
43.0,0.8494927553806593,AC,95,Ferrero (1994)
44.0,0.9057640046743061,AC,95,Ferrero (1994)
10.0,0.39958425563035554,FL,95,Ferrero (1994)
11.0,0.45322098783353754,FL,95,Ferrero (1994)
12.0,0.49700148678357436,FL,95,Ferrero (1994)
13.0,0.4451486320305596,FL,95,Ferrero (1994)
14.0,0.3459272250713646,FL,95,Ferrero (1994)
15.0,0.23788871368602657,FL,95,Ferrero (1994)
16.0,0.1871122378428461,FL,95,Ferrero (1994)
17.0,0.1367188154847748,FL,95,Ferrero (1994)
18.0,0.10115840724245287,FL,95,Ferrero (1994)
19.0,0.07498568084007676,FL,95,Ferrero (1994)
20.0,0.06408069611485863,FL,95,Ferrero (1994)
21.0,0.05355271540299094,FL,95,Ferrero (1994)
22.0,0.04396558129447698,FL,95,Ferrero (1994)
23.0,0.0369659064533816,FL,95,Ferrero (1994)
24.0,0.031025149008323885,FL,95,Ferrero (1994)
25.0,0.029844703417799722,FL,95,Ferrero (1994)
26.0,0.028119172166354615,FL,95,Ferrero (1994)
27.0,0.028215928818663343,FL,95,Ferrero (1994)
28.0,0.02621679728957784,FL,95,Ferrero (1994)
29.0,0.026406872197684776,FL,95,Ferrero (1994)
30.0,0.028980237028806224,FL,95,Ferrero (1994)
31.0,0.030526192644381462,FL,95,Ferrero (1994)
32.0,0.03380445913693714,FL,95,Ferrero (1994)
33.0,0.042618732883480843,FL,95,Ferrero (1994)
34.0,0.0428938662509735,FL,95,Ferrero (1994)
35.0,0.04651952369492814,FL,95,Ferrero (1994)
36.0,0.053069667156311784,FL,95,Ferrero (1994)
37.0,0.06262118300740936,FL,95,Ferrero (1994)
38.0,0.0769317619479805,FL,95,Ferrero (1994)
39.0,0.09698273593547299,FL,95,Ferrero (1994)
40.0,0.10736585953799481,FL,95,Ferrero (1994)
41.0,0.13057529057424175,FL,95,Ferrero (1994)
42.0,0.2138123211987446,FL,95,Ferrero (1994)
43.0,0.14172544689823194,FL,95,Ferrero (1994)
44.0,0.0892138969402928,FL,95,Ferrero (1994)
10.0,0.00041264845843830793,AC_FL,95,Ferrero (1994)
11.0,0.00031186129447960783,AC_FL,95,Ferrero (1994)
12.0,0.05901940272116794,AC_FL,95,Ferrero (1994)
13.0,0.003805133781916051,AC_FL,95,Ferrero (1994)
14.0,3.841127239874471e-5,AC_FL,95,Ferrero (1994)
15.0,0.0001599166855591877,AC_FL,95,Ferrero (1994)
16.0,0.00010170715520173438,AC_FL,95,Ferrero (1994)
17.0,-2.8737546883101717e-5,AC_FL,95,Ferrero (1994)
18.0,-9.096872937140905e-5,AC_FL,95,Ferrero (1994)
19.0,-7.775307860059787e-5,AC_FL,95,Ferrero (1994)
20.0,-2.088682354713731e-5,AC_FL,95,Ferrero (1994)
21.0,1.066240619265309e-5,AC_FL,95,Ferrero (1994)
22.0,3.3845043241692615e-5,AC_FL,95,Ferrero (1994)
23.0,3.512269490855809e-5,AC_FL,95,Ferrero (1994)
24.0,5.202280695511739e-5,AC_FL,95,Ferrero (1994)
25.0,7.809023901467606e-5,AC_FL,95,Ferrero (1994)
26.0,8.987371041568376e-5,AC_FL,95,Ferrero (1994)
27.0,0.00015199225300462218,AC_FL,95,Ferrero (1994)
28.0,0.00017998774627482074,AC_FL,95,Ferrero (1994)
29.0,0.00021194115071019413,AC_FL,95,Ferrero (1994)
30.0,0.0002708177562092832,AC_FL,95,Ferrero (1994)
31.0,0.0003397466422756517,AC_FL,95,Ferrero (1994)
32.0,0.0003619437750488494,AC_FL,95,Ferrero (1994)
33.0,0.0004161184468456355,AC_FL,95,Ferrero (1994)
34.0,0.00047609675121160834,AC_FL,95,Ferrero (1994)
35.0,0.0006289197147631591,AC_FL,95,Ferrero (1994)
36.0,0.0007034275172804638,AC_FL,95,Ferrero (1994)
37.0,0.0009017253283255038,AC_FL,95,Ferrero (1994)
38.0,0.0011280186857999667,AC_FL,95,Ferrero (1994)
39.0,0.0013214704690807258,AC_FL,95,Ferrero (1994)
40.0,0.0015432736448653275,AC_FL,95,Ferrero (1994)
41.0,0.0013496082788025815,AC_FL,95,Ferrero (1994)
42.0,0.0020931498238464944,AC_FL,95,Ferrero (1994)
43.0,0.00876260140463618,AC_FL,95,Ferrero (1994)
44.0,0.00500009706410632,AC_FL,95,Ferrero (1994)
10.0,0.6004391656569302,AC_T,95,Ferrero (1994)
11.0,0.5468008813767652,AC_T,95,Ferrero (1994)
12.0,0.5029037854236666,AC_T,95,Ferrero (1994)
13.0,0.5548679315065703,AC_T,95,Ferrero (1994)
14.0,0.6540881157990668,AC_T,95,Ferrero (1994)
15.0,0.7621229452815605,AC_T,95,Ferrero (1994)
16.0,0.812897583770702,AC_T,95,Ferrero (1994)
17.0,0.8632891449253415,AC_T,95,Ferrero (1994)
18.0,0.898848825657882,AC_T,95,Ferrero (1994)
19.0,0.9250202016113929,AC_T,95,Ferrero (1994)
20.0,0.9359244762326487,AC_T,95,Ferrero (1994)
21.0,0.9464520548382516,AC_T,95,Ferrero (1994)
22.0,0.9560385912112251,AC_T,95,Ferrero (1994)
23.0,0.9630379055370626,AC_T,95,Ferrero (1994)
24.0,0.9689783179333356,AC_T,95,Ferrero (1994)
25.0,0.9701587529727467,AC_T,95,Ferrero (1994)
26.0,0.9718841487025214,AC_T,95,Ferrero (1994)
27.0,0.9717875937988694,AC_T,95,Ferrero (1994)
28.0,0.9737864466929826,AC_T,95,Ferrero (1994)
29.0,0.9735964875332769,AC_T,95,Ferrero (1994)
30.0,0.9710233112823923,AC_T,95,Ferrero (1994)
31.0,0.9694774759800411,AC_T,95,Ferrero (1994)
32.0,0.9661996113771697,AC_T,95,Ferrero (1994)
33.0,0.9573864458657297,AC_T,95,Ferrero (1994)
34.0,0.9571111306799909,AC_T,95,Ferrero (1994)
35.0,0.9534856006953601,AC_T,95,Ferrero (1994)
36.0,0.9469360286911496,AC_T,95,Ferrero (1994)
37.0,0.9373851411237131,AC_T,95,Ferrero (1994)
38.0,0.9230755099273329,AC_T,95,Ferrero (1994)
39.0,0.9030261377803207,AC_T,95,Ferrero (1994)
40.0,0.8926436694589363,AC_T,95,Ferrero (1994)
41.0,0.8694370061385496,AC_T,95,Ferrero (1994)
42.0,0.7862046397147887,AC_T,95,Ferrero (1994)
43.0,0.8582791232515651,AC_T,95,Ferrero (1994)
44.0,0.9107898969842759,AC_T,95,Ferrero (1994)
10.0,0.4000991012591458,FL_T,95,Ferrero (1994)
11.0,0.45361521650211856,FL_T,95,Ferrero (1994)
12.0,0.5561292425508041,FL_T,95,Ferrero (1994)
13.0,0.4490153362127691,FL_T,95,Ferrero (1994)
14.0,0.34604311865438353,FL_T,95,Ferrero (1994)
15.0,0.2381289429091996,FL_T,95,Ferrero (1994)
16.0,0.18729594171711955,FL_T,95,Ferrero (1994)
17.0,0.13677239150736473,FL_T,95,Ferrero (1994)
18.0,0.10115885500099737,FL_T,95,Ferrero (1994)
19.0,0.0749972385107268,FL_T,95,Ferrero (1994)
20.0,0.06414756010389196,FL_T,95,Ferrero (1994)
21.0,0.05365249614398832,FL_T,95,Ferrero (1994)
22.0,0.04408695230713892,FL_T,95,Ferrero (1994)
23.0,0.03708923116940022,FL_T,95,Ferrero (1994)
24.0,0.031166327616231313,FL_T,95,Ferrero (1994)
25.0,0.03001141612447154,FL_T,95,Ferrero (1994)
26.0,0.028296961257396332,FL_T,95,Ferrero (1994)
27.0,0.02845993977746575,FL_T,95,Ferrero (1994)
28.0,0.026485873327806785,FL_T,95,Ferrero (1994)
29.0,0.026710599997491466,FL_T,95,Ferrero (1994)
30.0,0.029341880784937317,FL_T,95,Ferrero (1994)
31.0,0.030956793246183695,FL_T,95,Ferrero (1994)
32.0,0.034260597680912004,FL_T,95,Ferrero (1994)
33.0,0.04313340613178891,FL_T,95,Ferrero (1994)
34.0,0.04346951150485497,FL_T,95,Ferrero (1994)
35.0,0.04724725067719723,FL_T,95,Ferrero (1994)
36.0,0.05387490506917491,FL_T,95,Ferrero (1994)
37.0,0.06362427638046039,FL_T,95,Ferrero (1994)
38.0,0.07816312010217905,FL_T,95,Ferrero (1994)
39.0,0.09841223701706178,FL_T,95,Ferrero (1994)
40.0,0.10901833887465105,FL_T,95,Ferrero (1994)
41.0,0.13204908494489925,FL_T,95,Ferrero (1994)
42.0,0.21602359106693494,FL_T,95,Ferrero (1994)
43.0,0.15052985366332408,FL_T,95,Ferrero (1994)
44.0,0.09426093697820116,FL_T,95,Ferrero (1994)
10.0,0.8117741503898719,AC,50,adlock I (1985)
11.0,0.6999311415963874,AC,50,adlock I (1985)
12.0,0.5505515766638792,AC,50,adlock I (1985)
13.0,0.5220708329423663,AC,50,adlock I (1985)
14.0,0.5282594913200257,AC,50,adlock I (1985)
15.0,0.5493782931221746,AC,50,adlock I (1985)
16.0,0.5443639420171777,AC,50,adlock I (1985)
17.0,0.5585664158910004,AC,50,adlock I (1985)
18.0,0.5856817538122423,AC,50,adlock I (1985)
19.0,0.6079657420022997,AC,50,adlock I (1985)
20.0,0.6037371279384239,AC,50,adlock I (1985)
21.0,0.6073027762758381,AC,50,adlock I (1985)
22.0,0.6227787629363505,AC,50,adlock I (1985)
23.0,0.6413585118360643,AC,50,adlock I (1985)
24.0,0.6674312667158859,AC,50,adlock I (1985)
25.0,0.665883812764917,AC,50,adlock I (1985)
26.0,0.6807900551733349,AC,50,adlock I (1985)
27.0,0.6824398531656115,AC,50,adlock I (1985)
28.0,0.7138664310245593,AC,50,adlock I (1985)
29.0,0.7280074715547704,AC,50,adlock I (1985)
30.0,0.7328222551993036,AC,50,adlock I (1985)
31.0,0.7505322381162711,AC,50,adlock I (1985)
32.0,0.7568572427483943,AC,50,adlock I (1985)
33.0,0.7612022472288709,AC,50,adlock I (1985)
34.0,0.7839004841468096,AC,50,adlock I (1985)
35.0,0.8061434539949116,AC,50,adlock I (1985)
36.0,0.8190582289854825,AC,50,adlock I (1985)
37.0,0.827181892778951,AC,50,adlock I (1985)
38.0,0.832178783225279,AC,50,adlock I (1985)
39.0,0.850393853913269,AC,50,adlock I (1985)
40.0,0.8524368406058084,AC,50,adlock I (1985)
41.0,0.8792394417083506,AC,50,adlock I (1985)
42.0,0.8856385102301735,AC,50,adlock I (1985)
43.0,0.8081985156904558,AC,50,adlock I (1985)
44.0,0.8343728668714996,AC,50,adlock I (1985)
10.0,0.18827426733125865,FL,50,adlock I (1985)
11.0,0.2999607381027192,FL,50,adlock I (1985)
12.0,0.44573917356695986,FL,50,adlock I (1985)
13.0,0.47519763463597664,FL,50,adlock I (1985)
14.0,0.4710764942069189,FL,50,adlock I (1985)
15.0,0.448994438335498,FL,50,adlock I (1985)
16.0,0.45374858864652234,FL,50,adlock I (1985)
17.0,0.4397964240927572,FL,50,adlock I (1985)
18.0,0.4136270700877378,FL,50,adlock I (1985)
19.0,0.39135703773785574,FL,50,adlock I (1985)
20.0,0.39498573110609536,FL,50,adlock I (1985)
21.0,0.3914910952566559,FL,50,adlock I (1985)
22.0,0.376093048675427,FL,50,adlock I (1985)
23.0,0.35777377437641084,FL,50,adlock I (1985)
24.0,0.3318484780018196,FL,50,adlock I (1985)
25.0,0.3334805595078199,FL,50,adlock I (1985)
26.0,0.3187070159576915,FL,50,adlock I (1985)
27.0,0.3171174880756349,FL,50,adlock I (1985)
28.0,0.28578202900863453,FL,50,adlock I (1985)
29.0,0.2717570467149358,FL,50,adlock I (1985)
30.0,0.2669905335278147,FL,50,adlock I (1985)
31.0,0.2493569967101947,FL,50,adlock I (1985)
32.0,0.24310017536486495,FL,50,adlock I (1985)
33.0,0.2388057459305997,FL,50,adlock I (1985)
34.0,0.21613836969489128,FL,50,adlock I (1985)
35.0,0.19390866083588817,FL,50,adlock I (1985)
36.0,0.18100000581350686,FL,50,adlock I (1985)
37.0,0.172862809621282,FL,50,adlock I (1985)
38.0,0.1678377922384742,FL,50,adlock I (1985)
39.0,0.14956344718752715,FL,50,adlock I (1985)
40.0,0.14748661114942999,FL,50,adlock I (1985)
41.0,0.12062131634689043,FL,50,adlock I (1985)
42.0,0.11404358718093935,FL,50,adlock I (1985)
43.0,0.1906479094505753,FL,50,adlock I (1985)
44.0,0.16506442096910084,FL,50,adlock I (1985)
10.0,-0.00015360532983245523,AC_FL,50,adlock I (1985)
11.0,3.8701272829696126e-5,AC_FL,50,adlock I (1985)
12.0,0.003677225502057672,AC_FL,50,adlock I (1985)
13.0,0.002703438514611799,AC_FL,50,adlock I (1985)
14.0,0.0006352395196048105,AC_FL,50,adlock I (1985)
15.0,0.001600626976605972,AC_FL,50,adlock I (1985)
16.0,0.0018621340856423683,AC_FL,50,adlock I (1985)
17.0,0.001612399105374135,AC_FL,50,adlock I (1985)
18.0,0.0006622881911230835,AC_FL,50,adlock I (1985)
19.0,0.0006481000907810906,AC_FL,50,adlock I (1985)
20.0,0.0012485933648637457,AC_FL,50,adlock I (1985)
21.0,0.0011773581774097155,AC_FL,50,adlock I (1985)
22.0,0.0010990144977341453,AC_FL,50,adlock I (1985)
23.0,0.0008371476616946945,AC_FL,50,adlock I (1985)
24.0,0.0006874550340079959,AC_FL,50,adlock I (1985)
25.0,0.0006039052930057474,AC_FL,50,adlock I (1985)
26.0,0.0004706468379235402,AC_FL,50,adlock I (1985)
27.0,0.00040904128707759137,AC_FL,50,adlock I (1985)
28.0,0.00031687952631416814,AC_FL,50,adlock I (1985)
29.0,0.0001989577161895131,AC_FL,50,adlock I (1985)
30.0,0.00015145337366440138,AC_FL,50,adlock I (1985)
31.0,7.427212930611514e-5,AC_FL,50,adlock I (1985)
32.0,4.9422118631920844e-6,AC_FL,50,adlock I (1985)
33.0,-4.544194440578086e-5,AC_FL,50,adlock I (1985)
34.0,-7.878347711397626e-5,AC_FL,50,adlock I (1985)
35.0,-9.285912351807955e-5,AC_FL,50,adlock I (1985)
36.0,-0.00010023287821861098,AC_FL,50,adlock I (1985)
37.0,-8.582638022481236e-5,AC_FL,50,adlock I (1985)
38.0,-5.801089145433923e-5,AC_FL,50,adlock I (1985)
39.0,1.605660856595411e-7,AC_FL,50,adlock I (1985)
40.0,3.375451248317844e-5,AC_FL,50,adlock I (1985)
41.0,9.089642724365981e-5,AC_FL,50,adlock I (1985)
42.0,0.00027284570907419185,AC_FL,50,adlock I (1985)
43.0,0.0011350893469785676,AC_FL,50,adlock I (1985)
44.0,0.0005413708442805432,AC_FL,50,adlock I (1985)
